expediente,tipo,objetoContrato,estado,importe,fechas,fechas2,fechas3
SE 5/23,Servicios,Servicio de impresión de material de papelería institucional y sobres para el Excmo Ayto de Marbella,Evaluación,23966.94,Present. Oferta:26/08/2022,
D SE 133/22,Servicios,Servicio de reparaciones de mecánica mantenimiento y suministro de repuestos de los vehículos autobuses utilizados para el transporte en el Excmo Ayuntamiento de Marbella,Resuelta,62000.00,Publicación PLACSP: Adjudicación:09/09/2022,
SE 260/22,Servicios,Servicios y suministros necesarios para la organización y producción de los eventos desarrollados con motivo de la Feria y Fiestas de San Pedro Alcántara,Evaluación,38380.00,Present. Oferta:23/08/2022,
D SE 225/22,Servicios,Servicio para el uso de la marca Q de Calidad y S de Sostenibilidad otorgada por el Instituto para la Calidad Turística Española a las playas y senderos del término municipal de Marbella,Evaluación,8516.95,Present. Oferta:16/08/2022,
SE 271/22,Servicios,Recuperación de datos de cabina de almacenamiento dañada por incidentes en el suministro eléctrico de la Delegación de Nuevas Tecnologías,Resuelta,10912.50,Publicación PLACSP: Adjudicación:02/08/2022 Formalización:02/08/2022,
SE 273/22,Servicios,Reparación de avería de la maquinaria de aire acondicionado de la oficina del SATE en Pto Banus TM de Marbella Málaga,Resuelta,717.85,Publicación PLACSP: Adjudicación:02/08/2022 Formalización:02/08/2022,
SU 185/22,Suministros,Suministro de vestuario con destino a la plantilla de la Policía Local de Marbella,Evaluación,566115.72,Present. Oferta:01/09/2022,
SU 253/22,Suministros,Contratación por cuenta abierta del suministro consistente en el alquiler del escenario equipos de sonido e iluminación montaje desmontaje asistencia técnica y transporte necesarios para los eventos que organiza la Concejalía de Extranjeros Residentes del Ayuntamiento de Marbella,Adjudicada,26776.84,Publicación PLACSP: Adjudicación:12/09/2022,
SU 259/22,Suministros,Contratación del Suministro por cuenta abierta de Material para la Producción y Transporte de Plantas en Vivero,Evaluación,51616.00,Present. Oferta:29/08/2022,
SE 204/22,Servicios,Contratación Externa del Servicio de Asesoramiento Jurídico Representación y Defensa tanto del Excmo Ayuntamiento de Marbella como de sus Sociedades Mercantiles Organismos Autónomos o Entidades Públicas Empresariales ante las Jurisdicciones Civil Penal y Contencioso-Administrativa de Asesoramiento Jurídico Representación y Defensa ante la Jurisdicción competente de los Empleados del Excmo Ayuntamiento de Marbella - Incluso de su Personal Eventual Directivo Concejales y Alcalde- en cualquiera procesos a los que les someta por Actuaciones Realizadas en el Ejercicio de sus Respectivas Funciones Públicas y Ejercicio de Acciones Civiles por Daños,Evaluación,485924.84,Present. Oferta:29/08/2022,
SE 263/22,Servicios,Servicio de organización gestión y producción de las actuaciones artísticas que constituyen el evento "San Pedro Rock" a celebrar en el Parque de los Tres Jardines,Adjudicada,22276.00,Publicación PLACSP: Adjudicación:16/09/2022,
SU 224/22,Suministros,Contratación del Suministro por cuenta abierta consistente en la Adquisición de Uniformes para el Personal adscrito a la Delegación de Parques y Jardines,Evaluación,25245.00,Present. Oferta:12/08/2022,
SU 245/22,Suministros,Contratación del Servicio de Producción y Suministro en Régimen de Arrendamiento del Material de Estructura Iluminación Sonorización y otros elementos auxiliares para la Ejecución del "Festival Marbepop 2022",Evaluación,14955.80,Present. Oferta:10/08/2022,
SE 221/22,Servicios,Contratación del Servicio de Catering con motivo de la Festividad de la Agrupación de Voluntarios de Protección Civil de Marbella durante los años 2022 y 2023,Evaluación,16363.64,Present. Oferta:11/08/2022,
SU 258/22,Suministros,Contratación del Suministro por cuenta abierta de Mobiliario consistente en Pasarelas de Madera para las Playas de Marbella y San Pedro Alcántara,Evaluación,29800.00,Present. Oferta:11/08/2022,
SU 254/22,Suministros,Contratación del suministro para la modernización y renovación de equipos informáticos para el Vivero de empresas de Marbella y San Pedro de Alcántara,Evaluación,16500.00,Present. Oferta:05/08/2022,
SE 208/22,Servicios,Contratación del Servicio para la Elaboración del Plan de la Infancia y de la Adolescencia de Marbella,Evaluación,43000.00,Present. Oferta:02/08/2022,
D SE 1/23,Servicios,Servicio por cuenta abierta de tintorería para el lavado de mantas del Arresto Municipal de Marbella,Resuelta,12727.28,Publicación PLACSP: Adjudicación:16/09/2022,
SE 215/22,Servicios,Contratación del Servicio de Sistema de gestión de incidencias para la Delegación de Innovación y Nuevas Tecnologías del Excmo Ayuntamiento de Marbella,Evaluación,64000.00,Present. Oferta:28/07/2022,
OB 199/22,Obras,Contratación de las obras Espacio Sociodeportivo en el Distrito de Nueva Andalucía TM Marbella Málaga,Evaluación,238635.33,Present. Oferta:08/08/2022,
CP 239/22,Privado,Contratación del Patrocinio Publicitario para la promoción turística de la ciudad de Marbella mediante la celebración del Festival Starlite Catalana Occidente año 2022,Resuelta,150000.00,Publicación PLACSP: Adjudicación:12/08/2022 Formalización:06/09/2022,
CP 255/22,Privado,Contratación del Patrocinio Publicitario para la Promoción Turística y Deportiva de la Ciudad de Marbella en la Copa del Mundo U17 Masculino de Balonceto,Resuelta,30000.00,Publicación PLACSP: Desistimiento:02/08/2022,
SE 251/22,Servicios,Servicio de mantenimiento y soporte técnico del sistema de información territorial de Marbella SITMA,Evaluación,259500.00,Present. Oferta:05/08/2022,
SE 133/22,Servicios,Servicio de reparaciones de mecánica mantenimiento y suministro de repuestos de los vehículos autobuses utilizados para el transporte en el Excmo Ayuntamiento de Marbella,Resuelta,62000.00,Publicación PLACSP: Adjudicación:11/08/2022,
CAE 220/22,Administrativo especial,Contratación de la explotación del Bar-Cafetería del Centro de Participación Activa para Personas Mayores de San Pedro I,Evaluación,17181.28,Present. Oferta:18/07/2022,
SE 225/22,Servicios,Servicio para el uso de la marca Q de Calidad y S de Sostenibilidad otorgada por el Instituto para la Calidad Turística Española a las playas y senderos del término municipal de Marbella,Resuelta,8516.95,Publicación PLACSP: Adjudicación:03/08/2022,
SE 240/22,Servicios,Servicio por cuenta abierta de recogida manipulación entrega de cartas postales y notificaciones y de la ordenación y retorno de información de los justificantes de recepción del Excmo Ayuntamiento de Marbella,Evaluación,54545.45,Present. Oferta:19/07/2022,
OB 197/22,Obras,Contratación de las obras "Piscina municipal al aire libre y cerramiento para instalaciones deportivas en sector SG-E-44 Las Chapas TM Marbella Málaga",Evaluación,1037284.95,Present. Oferta:27/07/2022,
D SE 109/22,Servicios,Servicio de transporte mediante autobuses y minibuses para las actividades y excursiones que organice o en las que colabore la Delegación de Cultura Enseñanza y Patrimonio Histórico,Resuelta,49050.00,Publicación PLACSP: Adjudicación:10/08/2022,
SU 213/22,Suministros,Contratación por cuenta abierta del Suministro de Trajes de Flamenca y Diversos Accesorios Relacionados con las Reinas y Damas de las Ferias y Fiestas Organizadas por el Distrito San Pedro Alcántara,Resuelta,23289.00,Publicación PLACSP: Adjudicación:25/08/2022 Formalización:06/09/2022,
CP 226/22,Privado,Contratación de las pólizas de seguro de vehículos a motor del Excmo Ayuntamiento de Marbella,Evaluación,500000.00,Present. Oferta:25/07/2022,
D CAE 75/22,Administrativo especial,Contratación del Servicio de Ventas por Máquinas Automáticas vending de Bebidas y Alimentos para cubrir las necesidades de los usuarios de las distinta dependendias,Resuelta,21338.25,Publicación PLACSP: Adjudicación:27/07/2022,
D SE 190/22,Servicios,Contratación del servicio de mantenimiento de la aplicación informática PATROS para la gestión de inventario del Ayuntamiento de Marbella,Resuelta,5200.00,Publicación PLACSP: Adjudicación:28/07/2022 Formalización:04/08/2022,
SU 153/22,Suministros,Suministro de vestuario para el personal del Servicio de Prevención Extinción de Incendios y Salvamentos del Ecxmo Ayuntamiento de Marbella para el ejercicio 2022,Evaluación,98974.25,Present. Oferta:07/07/2022,
SE 1/23,Servicios,Servicio por cuenta abierta de tintorería para el lavado de mantas del Arresto Municipal de Marbella,Resuelta,12727.28,Publicación PLACSP: Adjudicación:15/07/2022,
D OB 118/22,Obras,Contratación de las obras de Construcción de nuevo edificio para el futuro Centro Salud de Las Chapas en Calle La Hacienda SG-E-44 TM Marbella Málaga,Evaluación,694228.15,Present. Oferta:18/07/2022,
SE 210/22,Servicios,Contratación del Servicio de Organización Gestión y Realización de Actividades de Verano "Verano Joven",Resuelta,44184.91,Publicación PLACSP: Adjudicación:05/08/2022 Formalización:06/09/2022,
SE 184/22,Servicios,Suministro de 1200 pruebas  48 Kits indiciarios de 25 unidades para la detección de drogas en saliva y el servicio de laboratorio clínico para la realización de hasta 600 pruebas confirmatorias de la presencia de drogas en conductores y otros usuario en muestras de fluido oral para la Policía Local de Marbella,Evaluación,77334.00,Present. Oferta:28/06/2022,
SE 188/22,Servicios,Servicio de veterinario para el escuadrón de caballería de la Policía Local de Marbella,Resuelta,14876.03,Publicación PLACSP: Adjudicación:22/08/2022 Formalización:06/09/2022,
OB 236/22,Obras,Obras de demolición y reposición de muro de cerramiento oeste en finca "La Caridad" San Pedro Alcántara TM Marbella Málaga,Resuelta,156452.57,Publicación PLACSP: Adjudicación:07/06/2022 Formalización:07/06/2022,
OB 216/22,Obras,Contratación de las obras "Obras de consolidación del Castillo de Marbella Málaga",Adjudicada,430285.22,Publicación PLACSP: Adjudicación:19/09/2022,
CP 235/22,Privado,Contrato privado de servicio de organización gestión y producción de las actuaciones artísticas con motivo de la Feria de Dia y Feria de Noche de San Bernabé 2022 de Marbella,Resuelta,201613.98,Publicación PLACSP: Adjudicación:08/06/2022 Formalización:20/06/2022,
SU 217/22,Suministros,Suministro por cuenta abierta de uniformidad para el Servicio de Protección Civil del Excmo Ayuntamiento de Marbella,Resuelta,16528.93,Publicación PLACSP: Adjudicación:23/08/2022 Formalización:06/09/2022,
PAT 232/22,Patrimonial,Autorización de uso común especial sobre los terrenos destinados a la instalación de las Atracciones Mecánicas y actividades feriales con motivo de la Feria y Fiestas de San Bernabé a celebrar del 7 al 12 de junio de 2022,Resuelta,1319.01,Publicación PLACSP: Adjudicación:08/06/2022 Formalización:15/06/2022,
PAT 234/22,Patrimonial,Autorización de uso común especial sobre los terrenos destinados a la instalación de las atracciones mecánicas y actividades feriales con motivo de la Feria y Fiestas de San Bernabé a celebrar del 7 al 12 de junio de 2022,Resuelta,73.92,Publicación PLACSP: Adjudicación:07/06/2022 Formalización:29/07/2022,
PAT 233/22,Patrimonial,Autorización de uso común especial sobre los terrenos destinados a la instalación de las Atracciones Mecánicas y actividades feriales con motivo de la Feria y Fiestas de San Bernabé a celebrar del 7 al 12 de junio de 2022,Parcialmente Resuelta,1157.31,Publicación PLACSP: Adjudicación:09/06/2022,
PAT 230/22,Patrimonial,Autorización de uso común especial sobre los terrenos destinados a la instalación de las Atracciones Mecánicas y actividades feriales con motivo de la Feria y Fiestas de San Bernabé a celebrar del 7 al 12 de junio de 2022,Parcialmente Resuelta,4048.28,Publicación PLACSP: Adjudicación:31/08/2022,
PAT 231/22,Patrimonial,Autorización de uso común especial sobre los terrenos destinados a la instalación de las atracciones mecánicas y actividades feriales con motivo de la Feria y Fiestas de San Bernabé a celebrar del 7 al 12 de junio de 2022,Parcialmente Resuelta,425.04,Publicación PLACSP: Adjudicación:10/06/2022,
SE 154/22,Servicios,Servicios de mensajería y paquetería con ámbito provincial nacional e internacional del Excmo Ayuntamiento de Marbella,Adjudicada,5950.41,Publicación PLACSP: Adjudicación:13/09/2022,
SE 218/22,Servicios,Servicio de emergencia de las actuaciones necesarias en los Paseos Marítimos y sus accesos por el temporal de levante del pasado marzo y abril de 2022 de la Delegación de Medio Ambiente y playas maquinaria para trabajos de playa,Resuelta,25150.00,Publicación PLACSP: Adjudicación:27/05/2022 Formalización:27/05/2022,
PAT 229/22,Patrimonial,Autorización de uso común especial sobre los terrenos destinados a la instalación de las Atracciones Mecánicas y actividades feriales con motivo de la Feria y Fiestas de San Bernabé a celebrar del 7 al 12 de junio de 2022,Resuelta,7353.31,Publicación PLACSP: Adjudicación:14/06/2022 Formalización:15/06/2022,
CP 170/22,Privado,Contratación de la póliza de seguro colectivo para garantizar las consecuencias de los riesgos derivados del desarrollo de actividades de voluntariado deportivo y de la practica de las actividades organizadas por la Delegación de Deportes del Excmo Ayuntamiento de Marbella,Evaluación,120000.00,Present. Oferta:27/06/2022,
DD SU 34/22,Suministros,Suministro por cuenta abierta de material vegetal y de vivero para la Delegación de Parques y Jardines,Adjudicada,462727.27,Publicación PLACSP: Adjudicación:25/08/2022,
PAT 219/22,Patrimonial,Bases reguladoras de la autorización para la instalación y uso de barras de la Feria y Fiestas de San Bernabé 2022,Parcialmente Resuelta,8920.80,Publicación PLACSP: Adjudicación:03/06/2022,
CP 145/22,Privado,Contratación de póliza de seguro para autoridades y personal al servicio de las administraciones publicas de Excmo Ayuntamiento de Marbella 2022-2023,Resuelta,20000.00,Publicación PLACSP: Adjudicación:09/08/2022 Formalización:06/09/2022,
SE 109/22,Servicios,Servicio de transporte mediante autobuses y minibuses para las actividades y excursiones que organice o en las que colabore la Delegación de Cultura Enseñanza y Patrimonio Histórico,Resuelta,49050.00,Publicación PLACSP: Adjudicación:29/06/2022,
CP 222/22,Privado,Patrocinio publicitario para la promoción turística y deportiva de la ciudad de Marbella en el circuito de World Padel Tour 2022 y 2023,Resuelta,100000.00,Publicación PLACSP: Adjudicación:02/06/2022 Formalización:08/06/2022,
SU 212/22,Suministros,Suministro para la sustitución de la cámara frigorífica de frutas y verduras del Mercado Central de Marbella,Resuelta,8073.72,Publicación PLACSP: Adjudicación:19/05/2022 Formalización:18/05/2022,
CP 166/22,Privado,Patrocinio publicitario para la promoción de la ciudad de Marbella mediante la difusión de la imagen del logo marca "Marbella" en un equipo de competición en la FIM Junior GP-EUROPEAN TALENT CUP de motociclismo,Resuelta,100000.00,Publicación PLACSP: Adjudicación:22/06/2022 Formalización:12/07/2022,
SE 190/22,Servicios,Contratación del servicio de mantenimiento de la aplicación informática PATROS para la gestión de inventario del Ayuntamiento de Marbella,Resuelta,5200.00,Publicación PLACSP: Adjudicación:23/06/2022,
SU 211/22,Suministros,Contratación del suministro de elementos de sonido para la unificación y limitación del sonido y de infraestructura de comunicaciones para el sistema de video - vigilancia necesarios para la Feria de San Bernabé 2022 de Marbella,Resuelta,24204.40,Publicación PLACSP: Adjudicación:10/06/2022 Formalización:20/06/2022,
OB 189/22,Obras,Actuaciones para la reparación de los daños ocasionados en los Paseos Marítimos de Marbella tras el temporal de levante sufrido desde el 3 al 5 de abril de 2022 TM Marbella Málaga,Resuelta,304311.52,Publicación PLACSP: Adjudicación:11/05/2022 Formalización:21/06/2022,
SU 207/22,Suministros,Suministro de carpas vallas cabinas climatizadas y baños químicos en régimen de alquiler para la organización de eventos a desarrollar por la Delegación de Fiestas en la Feria de Marbella y actividades de verano en el año 2022,Parcialmente Resuelta,41489.43,Publicación PLACSP: Adjudicación:08/06/2022,
CP 206/22,Privado,Contratación del patrocinio publicitario para la promoción turística de Marbella mediante la difusión del logo turístico del Ayuntamiento de Marbella y otras acciones de celebración del evento "The One Race to Marbella" en el País Vasco 2022,Resuelta,20000.00,Publicación PLACSP: Adjudicación:31/05/2022 Formalización:08/06/2022,
SU 202/22,Suministros,Suministro en régimen de arrendamiento del sistema de cubrición / Decoración para sombra del Recinto Ferial de día de la Feria y Fiestas de San Bernabé 2022,Parcialmente Resuelta,48836.42,Publicación PLACSP: Adjudicación:02/06/2022,
SU 41/22,Suministros,Suministro por lotes de aplicación software para la gestión y digitalización de documentación del archivo municipal y equipamiento tecnológico específico para llevar a cabo la implantación del archivo electrónico único del Ayuntamiento de Marbella incluido en la Edusi Marbella  modelo de ciudad sostenible 2020 cofinanciada en un 80 por el fondo europeo de desarrollo regional FEDER en el marco del programa operativo plurirregional de España POPE 2014-2020,Evaluación,150000.00,Present. Oferta:26/05/2022,
SE 205/22,Servicios,Contratación por cuenta abierta del servicio de material publicitario y elaboración de álbumes fotográficos para las Ferias y Fiestas 2022 y 2023 organizadas por la Delegación de Fiestas del Ayuntamiento de Marbella,Resuelta,16470.12,Publicación PLACSP: Adjudicación:07/06/2022 Formalización:20/06/2022,
SU 174/22,Suministros,Suministro de sopladoras desbrozadoras una trituradora y pequeño suministro de material de esta maquinas para la Delegación de Limpieza del Excmo Ayuntamiento de Marbella para el periodo de 2022 a 2026,Resuelta,41245.00,Publicación PLACSP: Desistimiento:15/09/2022,
SE 193/22,Servicios,Servicio de organización y producción de las diferentes fiestas de época estival a celebrar en el Distrito de San Pedro Alcántara en el ejercicio 2022,Resuelta,38750.00,Publicación PLACSP: Adjudicación:19/07/2022 Formalización:28/07/2022,
CAE 143/22,Administrativo especial,Explotación de la peluquería del Centro de Participación Activa para personas mayores "San Pedro Alcántara I" de Marbella,Resuelta,3878.16,Publicación PLACSP: Desistimiento:11/05/2022,
SU 194/22,Suministros,Contratación por cuenta abierta del Suministro y Mantenimiento de Trajes de Flamenca para las Ferias y Fiestas 2022 y 2023 organizadas por la Delegación de Fiestas del Ayuntamiento de Marbella,Resuelta,34200.00,Publicación PLACSP: Adjudicación:07/06/2022 Formalización:20/06/2022,
SU 203/22,Suministros,Alquiler de maquinaria para las playas de TM de Marbella tras los temporales de levante de marzo de 2022,Resuelta,24100.00,Publicación PLACSP: Adjudicación:04/05/2022 Formalización:04/05/2022,
CP 129/22,Privado,Contratación del patrocinio publicitario para la promoción de la ciudad de Marbella a través de la presencia del logo marca "Marbella" en el evento de triatlón de resistencia de la marca IRONMAN® 703® durante los años 2022 2023 2024 Y 2025,Resuelta,340000.00,Publicación PLACSP: Adjudicación:18/05/2022 Formalización:08/06/2022,
SE 171/22,Servicios,Prestación de servicios docentes para impartir y ejecutar las acciones formativas y deportivas del "Programa de prevención ocio y gestión del tiempo libre” para el año 2022,Parcialmente Resuelta,54733.00,Publicación PLACSP: Adjudicación:01/09/2022,
SU 201/22,Suministros,Suministro de mobiliario por el temporal de levante del pasado 20 al 25 de marzo 2022 de la Delegación de Medio Ambiente y Playas,Resuelta,29800.00,Publicación PLACSP: Adjudicación:27/04/2022 Formalización:29/04/2022,
SU 181/22,Suministros,Suministro por cuenta abierta de diversos productos de alimentación golosinas y repostería de Navidad con motivo de actos a realizar de la Delegación de Fiestas,Resuelta,49995.00,Publicación PLACSP: Adjudicación:07/06/2022 Formalización:20/06/2022,
SE 128/22,Servicios,Servicio de dirección facultativa de la obra "Construcción de nuevo edificio para el futuro centro de salud de las Chapas en calle La Hacienda SG-E-44",Adjudicada,18909.51,Publicación PLACSP: Adjudicación:06/09/2022,
SE 123/22,Servicios,Contratación del Servicio de Mantenimiento Preventivo y Correctivo de Equipos Sistemas e Instalaciones de carga de Botellas de los Equipos de Respiración Autónoma del Parque de Bomberos de Marbella para los ejercicios 2022 2023 y 2024,Resuelta,13800.00,Publicación PLACSP: Adjudicación:05/08/2022 Formalización:06/09/2022,
OB 118/22,Obras,Contratación de las obras de Construcción de nuevo edificio para el futuro Centro Salud de Las Chapas en Calle La Hacienda SG-E-44 TM Marbella Málaga,Resuelta,694228.15,Publicación PLACSP: Adjudicación:17/06/2022,
SE 187/22,Servicios,Servicio de emergencia de las actuaciones necesarias en los paseos marítimos y sus accesos por el temporal de levante del pasado 20 al 25 de marzo 2022 de la Delegación de Medio Ambiente y playas alquiler de maquinaria II,Resuelta,53640.00,Publicación PLACSP: Adjudicación:18/04/2022 Formalización:20/04/2022,
SE 183/22,Servicios,Servicio de emergencia de las actuaciones necesarias en los paseos marítimos y sus accesos por el temporal de levante del pasado 20 al 25 de marzo de 2022 de la Delegación de Medio Ambiente y Playas Alquiler de maquinaria,Resuelta,17979.00,Publicación PLACSP: Adjudicación:18/04/2022 Formalización:20/04/2022,
CAE 155/22,Administrativo especial,Contratación de la explotación de la peluquería del Centro de Participación Activa para personas mayores de San Pedro Alcántara II de Marbella,Resuelta,5512.32,Publicación PLACSP: Adjudicación:20/07/2022 Formalización:04/08/2022,
SE 144/22,Servicios,Contratación del Mantenimiento Correctivo y Sustitución de Equipos de Aire Acondicionado en las Dependencias Municipales para 2022 2023 2024 y 2025,Adjudicada,978773.86,Publicación PLACSP: Adjudicación:01/09/2022,
SU 121/22,Suministros,Contratación del Suministro por cuenta abierta de Material de Señalización de Tráfico para los Servicios Operativos de la Delegación Municipal de Tráfico,Resuelta,58000.00,Publicación PLACSP: Adjudicación:19/07/2022 Formalización:06/09/2022,
CP 158/22,Privado,Servicio de organización gestión y producción de las actuaciones artísticas que constituyen el evento "San Pedro Rock" a celebrar en el Parque de los Tres Jardines el día 4 de junio de 2022,Resuelta,22276.00,Publicación PLACSP: Adjudicación:09/05/2022,
SU 150/22,Suministros,Contratación del Suministro de Equipos de Protección Respiratoria y Material Pesado Rescate Acuático por lotes para el Servicio de Prevención Extinción de Incendios y Salvamentos,Adjudicada,74680.00,Publicación PLACSP: Adjudicación:02/09/2022,
CAE 75/22,Administrativo especial,Contratación del Servicio de Ventas por Máquinas Automáticas vending de Bebidas y Alimentos para cubrir las necesidades de los usuarios de las distinta dependendias,Resuelta,21338.25,Publicación PLACSP: Adjudicación:20/05/2022,
